pk	interventions	tissue	time_unit	time	substance_name	pktype	unit	figure	group_pk	mean	auc_end	kel	se	individual_pk	value	sd	cv	median	max	min
707	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.2059000172393451		986.0	[0.31, 2.69, 2.28, 1.93, None, 1.39, 0.61]					
707	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.2059000172393451		986.0	[0.31, 2.69, 2.28, 1.93, None, 1.39, 0.61]					
707	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.2059000172393451		986.0	[0.31, 2.69, 2.28, 1.93, None, 1.39, 0.61]					
708	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png						987.0	[None, 1.3, 2.07, 1.75, None, 1.39, 0.73]					
708	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png						987.0	[None, 1.3, 2.07, 1.75, None, 1.39, 0.73]					
708	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png						987.0	[None, 1.3, 2.07, 1.75, None, 1.39, 0.73]					
709	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.09487240542622594		988.0	[0.08, 0.87, 1.25, 1.51, None, 1.33, 0.91]					
709	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.09487240542622594		988.0	[0.08, 0.87, 1.25, 1.51, None, 1.33, 0.91]					
709	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.09487240542622594		988.0	[0.08, 0.87, 1.25, 1.51, None, 1.33, 0.91]					
710	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.2005866181312343		989.0	[0.36, 1.37, 1.68, 1.45, None, 1.16, 0.52]					
710	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.2005866181312343		989.0	[0.36, 1.37, 1.68, 1.45, None, 1.16, 0.52]					
710	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.2005866181312343		989.0	[0.36, 1.37, 1.68, 1.45, None, 1.16, 0.52]					
711	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png			7.985	0.20811613022062525		990.0	[0.09, 1.76, 1.76, 1.35, 1.18, 1.01, 0.4]					
711	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png			7.985	0.20811613022062525		990.0	[0.09, 1.76, 1.76, 1.35, 1.18, 1.01, 0.4]					
711	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png			7.985	0.20811613022062525		990.0	[0.09, 1.76, 1.76, 1.35, 1.18, 1.01, 0.4]					
712	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png			9.4495	0.1716019093982196		991.0	[0.18, 1.48, 1.75, 1.63, 1.48, 1.25, 0.6]					
712	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png			9.4495	0.1716019093982196		991.0	[0.18, 1.48, 1.75, 1.63, 1.48, 1.25, 0.6]					
712	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png			9.4495	0.1716019093982196		991.0	[0.18, 1.48, 1.75, 1.63, 1.48, 1.25, 0.6]					
713	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.21019579484150247		992.0	[0.77, 2.62, 2.52, 2.23, None, 1.53, 0.66]					
713	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.21019579484150247		992.0	[0.77, 2.62, 2.52, 2.23, None, 1.53, 0.66]					
713	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	caffeine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.21019579484150247		992.0	[0.77, 2.62, 2.52, 2.23, None, 1.53, 0.66]					
714	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.17916941949253484		986.0	[0.0, 0.28, 0.39, 0.45, None, 0.43, 0.21]					
714	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.17916941949253484		986.0	[0.0, 0.28, 0.39, 0.45, None, 0.43, 0.21]					
714	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.17916941949253484		986.0	[0.0, 0.28, 0.39, 0.45, None, 0.43, 0.21]					
715	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png						987.0	[None, 0.16, 0.34, 0.52, None, 0.7, 0.72]					
715	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png						987.0	[None, 0.16, 0.34, 0.52, None, 0.7, 0.72]					
715	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png						987.0	[None, 0.16, 0.34, 0.52, None, 0.7, 0.72]					
716	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.010205498630063786		988.0	[0.0, 0.06, 0.17, 0.31, None, 0.5, 0.48]					
716	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.010205498630063786		988.0	[0.0, 0.06, 0.17, 0.31, None, 0.5, 0.48]					
716	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png				0.010205498630063786		988.0	[0.0, 0.06, 0.17, 0.31, None, 0.5, 0.48]					
718	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png			4.086			990.0	[0.0, 0.23, 0.41, 0.55, 0.62, 0.65, 0.44]					
718	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png			4.086			990.0	[0.0, 0.23, 0.41, 0.55, 0.62, 0.65, 0.44]					
718	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png			4.086			990.0	[0.0, 0.23, 0.41, 0.55, 0.62, 0.65, 0.44]					
719	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png			3.0305	0.061646158382524484		991.0	[0.0, 0.24, 0.35, 0.46, 0.44, 0.44, 0.33]					
719	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png			3.0305	0.061646158382524484		991.0	[0.0, 0.24, 0.35, 0.46, 0.44, 0.44, 0.33]					
719	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png			3.0305	0.061646158382524484		991.0	[0.0, 0.24, 0.35, 0.46, 0.44, 0.44, 0.33]					
720	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png						992.0	[0.0, 0.46, 0.39, 0.38, None, 0.18, -0.37]					
720	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png						992.0	[0.0, 0.46, 0.39, 0.38, None, 0.18, -0.37]					
720	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine	concentration	µg/ml	/media/data/Magnusson2008_Fig2.png						992.0	[0.0, 0.46, 0.39, 0.38, None, 0.18, -0.37]					
721	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png				-0.023093330032753823		986.0	[0.0, 0.1, 0.17, 0.24, None, 0.31, 0.34]					
721	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png				-0.023093330032753823		986.0	[0.0, 0.1, 0.17, 0.24, None, 0.31, 0.34]					
721	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png				-0.023093330032753823		986.0	[0.0, 0.1, 0.17, 0.24, None, 0.31, 0.34]					
722	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png						987.0	[None, 0.12, 0.16, 0.3, None, 0.51, 0.99]					
722	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png						987.0	[None, 0.12, 0.16, 0.3, None, 0.51, 0.99]					
722	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png						987.0	[None, 0.12, 0.16, 0.3, None, 0.51, 0.99]					
723	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png				-0.08984350022697435		988.0	[0.0, 0.07, 0.13, 0.21, None, 0.37, 0.53]					
723	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png				-0.08984350022697435		988.0	[0.0, 0.07, 0.13, 0.21, None, 0.37, 0.53]					
723	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png				-0.08984350022697435		988.0	[0.0, 0.07, 0.13, 0.21, None, 0.37, 0.53]					
724	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png						989.0	[0.0, 0.13, 0.19, 0.25, None, 0.27, -0.01]					
724	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png						989.0	[0.0, 0.13, 0.19, 0.25, None, 0.27, -0.01]					
724	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png						989.0	[0.0, 0.13, 0.19, 0.25, None, 0.27, -0.01]					
725	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png			4.991			990.0	[0.0, 0.13, 0.23, 0.41, 0.53, 0.64, 1.11]					
725	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png			4.991			990.0	[0.0, 0.13, 0.23, 0.41, 0.53, 0.64, 1.11]					
725	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png			4.991			990.0	[0.0, 0.13, 0.23, 0.41, 0.53, 0.64, 1.11]					
726	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png			2.7815000000000003			991.0	[0.0, 0.17, 0.2, 0.28, 0.3, 0.35, 0.55]					
726	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png			2.7815000000000003			991.0	[0.0, 0.17, 0.2, 0.28, 0.3, 0.35, 0.55]					
726	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png			2.7815000000000003			991.0	[0.0, 0.17, 0.2, 0.28, 0.3, 0.35, 0.55]					
727	345	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png						992.0	[0.0, 0.18, 0.16, 0.17, None, 0.12, -0.57]					
727	346	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png						992.0	[0.0, 0.18, 0.16, 0.17, None, 0.12, -0.57]					
727	347	plasma	h	[0.1, 0.5, 1.0, 2.0, 3.0, 4.0, 8.0]	paraxanthine/caffeine	ratio	-	/media/data/Magnusson2008_Fig2.png						992.0	[0.0, 0.18, 0.16, 0.17, None, 0.12, -0.57]					
790	362	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine-6-glucuronide	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	256.0	[2.27, 4.52, 22.72, 46.89, 59.96, 65.89, 61.58, 52.71, 46.97, 36.35, 22.49, 13.76, 8.74, 6.84, 4.71, 2.0]	425.74199999999996	0.09677983642998865	[None, 1.06809799800081, 5.50503481672308, 11.3391592868843, 12.9817208027287, 12.8200627273556, 10.7646957690406, 9.61288198200727, 7.80288888809779, 5.75040868112867, 3.94330233856514, 1.89082213159602, 1.14892703568736, 0.98726896031426, 1.06809799800081, None]			[None, 3.7, 19.07, 39.28, 44.97, 44.41, 37.29, 33.3, 27.03, 19.92, 13.66, 6.55, 3.98, 3.42, 3.7, None]	[None, 0.81858407079646, 0.839348591549296, 0.837705267647686, 0.75, 0.674002124753377, 0.605553751217928, 0.631758679567444, 0.575473706621248, 0.548005502063274, 0.60738105824811, 0.476017441860465, 0.455377574370709, 0.5, 0.785562632696391, None]			
790	363	serum	h	[0.1, 0.3, 0.5, 0.8, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0, 36.0]	morphine-6-glucuronide	concentration	pmol/ml	/media/data/Ammon2002_Fig3.png	256.0	[2.27, 4.52, 22.72, 46.89, 59.96, 65.89, 61.58, 52.71, 46.97, 36.35, 22.49, 13.76, 8.74, 6.84, 4.71, 2.0]	425.74199999999996	0.09677983642998865	[None, 1.06809799800081, 5.50503481672308, 11.3391592868843, 12.9817208027287, 12.8200627273556, 10.7646957690406, 9.61288198200727, 7.80288888809779, 5.75040868112867, 3.94330233856514, 1.89082213159602, 1.14892703568736, 0.98726896031426, 1.06809799800081, None]			[None, 3.7, 19.07, 39.28, 44.97, 44.41, 37.29, 33.3, 27.03, 19.92, 13.66, 6.55, 3.98, 3.42, 3.7, None]	[None, 0.81858407079646, 0.839348591549296, 0.837705267647686, 0.75, 0.674002124753377, 0.605553751217928, 0.631758679567444, 0.575473706621248, 0.548005502063274, 0.60738105824811, 0.476017441860465, 0.455377574370709, 0.5, 0.785562632696391, None]			
804	374	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0]	codeine	concentration	µg/l	/media/data/Kirchheiner2007_Fig1a.png	266.0	[1.249, 27.4876, 36.2256, 34.6494, 33.0772, 26.172, 19.2678, 11.4045, 6.9787, 4.1153, 1.873, 0.9375]	193.10815	0.17414866472765916	[None, 5.95406898858531, 4.33087757427214, 1.6240285722035, 2.25605391188538, 2.34626489144626, 1.44193229730109, 1.08166572932676, 0.811610140913317, 0.722236319242762, 0.268929755388528, None]			[None, 20.6255, 15.0026, 5.6258, 7.8152, 8.1277, 4.995, 3.747, 2.8115, 2.5019, 0.9316, None]	[None, 0.750356524396455, 0.414143589064087, 0.162363561850999, 0.23627151028503, 0.310549442151918, 0.259240805904151, 0.328554517953439, 0.402868729132933, 0.607950817680364, 0.497383876134543, None]			
806	374	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0]	codeine	concentration	µg/l	/media/data/Kirchheiner2007_Fig1a.png	265.0	[0.625, 42.1767, 43.7244, 36.5224, 32.1358, 25.8595, 20.2082, 11.4045, 7.9171, 5.3633, 3.4404, 0.6279]	218.86164999999997	0.18327485391282475	[None, 8.57344493193425, 6.12369540837438, 4.42832726894807, 3.2974185177058, 2.54364015626139, 2.35519556590029, 1.22633709180114, 0.4705084532136, 0.65925455491928, 0.564730748394151, 0.282365374197076]			[None, 28.4349, 20.31, 14.6871, 10.9363, 8.4363, 7.8113, 4.0673, 1.5605, 2.1865, 1.873, 0.9365]	[None, 0.674185035813613, 0.464500370502511, 0.402139508904125, 0.340315162529017, 0.32623600610994, 0.386541107075346, 0.356639922837476, 0.19710500056839, 0.407678108627151, 0.54441344029764, 1.4914795349578]			
831	378	plasma	h	[0.053097345, 0.23893805, 0.50442475, 0.7699115, 1.0353982, 1.3539823, 1.460177, 2.0442479, 2.9734514, 4.061947, 6.0, 7.938053, 11.920354]	codeine	concentration	ng/ml	/media/data/Liao2009_Fig4.png	269.0	[0.24449877, 6.601467, 27.87286, 32.640587, 32.885086, 31.173594, 29.828852, 24.938875, 19.804401, 16.625917, 10.146699, 6.234719, 2.5672371]	151.33879479627666	0.23489411741379806	[None, 1.69481922648765, 4.53774218945942, 3.33496636731863, 1.85883391821007, 2.84292251575818, 1.88616917841461, 1.39412555046095, 1.01142475217984, 1.01142452857304, 0.628723283078335, 0.410036841109445, 0.246022171747707]			[None, 7.579462, 20.2934, 14.914423, 8.312958, 12.713936, 8.435205, 6.234719, 4.523229, 4.523228, 2.811736, 1.8337405, 1.1002446]	[None, 1.14814813131687, 0.728070244675286, 0.456928761728458, 0.252788087584749, 0.407843125178316, 0.282786779725884, 0.25000001002451, 0.228395143079561, 0.272058858467776, 0.277108446796342, 0.294117585732412, 0.428571478653063]			
833	378	plasma	h	[0.053097345, 0.23893805, 0.50442475, 0.7699115, 1.0353982, 1.3539823, 1.460177, 2.0442479, 2.9734514, 4.061947, 6.0, 7.938053, 11.920354]	morphine	concentration	ng/ml	/media/data/Liao2009_Fig4.png	269.0	[0.24449877, 1.5892421, 4.1564794, 5.1344743, 5.256724, 5.012225, 4.767726, 4.0342298, 3.6674817, 3.422983, 2.3227384, 2.0782397, 1.2224939]	32.11318424968387	0.129000495464658	[None, 0.218686330165491, 0.574051622274583, 0.492044298774053, 0.492044298774053, 0.546715937217126, 0.410036952912844, 0.30069372074806, 0.300693743108739, 0.246022037583628, 0.246022171747707, 0.164014736443778, 0.109343187443425]			[None, 0.977995, 2.5672369, 2.200489, 2.200489, 2.444988, 1.833741, 1.3447432, 1.3447433, 1.100244, 1.1002446, 0.7334962, 0.4889976]	[None, 0.615384528260358, 0.617646968249139, 0.428571431353742, 0.418604629042727, 0.487804916977989, 0.384615433017753, 0.333333316808081, 0.366666669393333, 0.321428414923475, 0.473684251313019, 0.352941097217996, 0.40000003272]			
984	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucose	concentration	mmol/l	/media/data/Butler1991_Fig1.png	280.0	[7.25, 11.16, 12.58, 11.36, 10.22, 7.64, 6.34, 5.9]	2637.45	0.0032798335498035866	[0.5, 0.43, 0.43, 0.36, 0.93, 1.07, 1.07, 0.36]							
985	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucose	concentration	mmol/l	/media/data/Butler1991_Fig1.png	281.0	[11.17, 15.65, 17.92, 17.7, 16.05, 13.55, 11.47, 10.6]	4247.1	0.002500483277322073	[1.0, 1.42, 1.21, 1.07, 0.93, 0.93, 0.93, 1.0]							
986	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucose	concentration	mmol/l	/media/data/Butler1991_Fig1.png	279.0	[5.33, 8.81, 8.73, 7.16, 5.37, 5.0, 4.78, 4.76]	1792.2	0.002308253179033259	[0.36, 0.43, 0.36, 0.57, 0.36, 0.43, 0.36, 0.28]							
987	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	insulin	concentration	pmol/l	/media/data/Butler1991_Fig1.png	280.0	[113.66, 306.97, 409.16, 539.84, 587.97, 277.07, 191.09, 147.82]	98366.85	0.0052356238707220205	[34.16, 54.08, 93.96, 136.67, 113.88, 31.32, 31.32, 37.01]							
988	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	insulin	concentration	pmol/l	/media/data/Butler1991_Fig1.png	281.0	[99.42, 164.61, 229.81, 266.53, 263.4, 220.13, 168.31, 130.73]	60401.09999999999	0.00395004958165567	[39.85, 37.01, 37.02, 37.01, 68.34, 42.71, 28.48, 37.01]							
989	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	insulin	concentration	pmol/l	/media/data/Butler1991_Fig1.png	279.0	[62.41, 517.64, 517.35, 377.57, 263.4, 160.34, 102.83, 70.94]	73084.35000000002	0.008256718025672783	[48.4, 96.81, 82.58, 45.56, 56.94, 25.62, 17.09, 19.93]							
990	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucagon	concentration	pg/ml	/media/data/Butler1991_Fig1.png	280.0	[191.37, 194.16, 191.95, 179.73, 191.09, 203.09, 195.8, 184.94]	57926.399999999994	0.0009510380324486256	[25.72, 17.14, 27.15, 11.43, 21.43, 20.0, 22.14, 21.43]							
991	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucagon	concentration	pg/ml	/media/data/Butler1991_Fig1.png	281.0	[176.37, 198.45, 191.23, 192.59, 186.8, 185.94, 174.37, 174.94]	55386.45	0.00044068868490838744	[11.43, 17.14, 23.57, 10.0, 27.14, 16.43, 16.43, 16.43]							
992	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucagon	concentration	pg/ml	/media/data/Butler1991_Fig1.png	279.0	[160.66, 164.87, 149.8, 141.87, 162.52, 190.95, 183.66, 180.66]	51315.9	0.0002744901743946482	[7.86, 8.57, 4.29, 4.29, 6.43, 5.71, 9.28, 4.28]							
993	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucose	ra	µmol/kg/min	/media/data/Butler1991_Fig2.png	280.0	[12.66, 24.72, 23.31, 17.22, 17.08, 12.55, 12.05, 9.98]	4691.400000000001	0.0031950762993829423	[2.38, 2.08, 2.83, 2.16, 1.79, 1.56, 1.49, 1.56]							
994	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucose	ra	µmol/kg/min	/media/data/Butler1991_Fig2.png	281.0	[13.62, 26.95, 27.11, 21.68, 14.47, 12.26, 10.93, 9.68]	4809.450000000001	0.003346882085071394	[2.08, 2.68, 4.17, 2.16, 2.83, 1.86, 1.79, 1.12]							
995	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucose	ra	µmol/kg/min	/media/data/Butler1991_Fig2.png	279.0	[9.31, 23.16, 19.82, 18.48, 15.74, 13.67, 11.9, 9.98]	4525.35	0.002826581858987622	[1.27, 1.71, 2.75, 1.41, 1.34, 1.19, 1.34, 1.27]							
996	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucose	rd	µmol/kg/min	/media/data/Butler1991_Fig2.png	280.0	[12.28, 12.21, 18.54, 21.71, 20.52, 16.39, 14.07, 11.3]	4848.000000000001	0.003237364008970437	[0.9, 1.51, 3.24, 2.18, 2.64, 1.73, 1.58, 0.83]							
997	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucose	rd	µmol/kg/min	/media/data/Butler1991_Fig2.png	281.0	[12.81, 12.81, 19.37, 22.54, 20.21, 16.47, 14.52, 11.3]	4941.6	0.0031168965864743397	[1.73, 1.81, 2.79, 2.11, 3.69, 1.66, 1.05, 0.9]							
998	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	glucose	rd	µmol/kg/min	/media/data/Butler1991_Fig2.png	279.0	[9.64, 10.78, 20.5, 23.97, 20.89, 14.73, 12.26, 10.47]	4675.65	0.0037596899200409333	[0.68, 0.9, 1.43, 0.9, 2.11, 1.2, 0.98, 0.68]							
999	384	plasma	min	[0.0, 30.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0]	[2-3H]glucose	ra	µmol/kg/min	/media/data/Butler1991_Fig3.png	280.0	[0.22, 14.22, 13.59, 10.08, 9.34, 5.94, 3.19, 1.93]	2166.0	0.008077730148586058	[0.32, 1.71, 1.81, 1.6, 1.49, 1.28, 1.39, 1.28]							
